Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Date
3188,67.0,Female,Blouse,Clothing,72.0,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly,25/10/2023
3189,42.0,Female,Blouse,Clothing,59.0,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly,25/10/2023
3190,25.0,Female,Boots,Footwear,87.0,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly,25/10/2023
3191,41.0,Female,Jeans,Clothing,78.0,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,5,Credit Card,Fortnightly,25/10/2023
3192,62.0,Female,Hoodie,Clothing,68.0,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Every 3 Months,25/10/2023
3193,19.0,Female,Sweater,Clothing,76.0,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,No,20,Cash,Fortnightly,25/10/2023
3194,63.0,Female,Gloves,Accessories,99.0,Virginia,L,Teal,Winter,4.0,No,Express,No,No,35,Credit Card,Fortnightly,26/10/2023
3195,43.0,Female,Sneakers,Footwear,52.0,Maryland,L,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly,26/10/2023
3196,68.0,Female,Sunglasses,Accessories,58.0,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly,26/10/2023
3197,24.0,Female,Belt,Accessories,59.0,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly,26/10/2023
3198,27.0,Female,Sweater,Clothing,71.0,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,Every 3 Months,26/10/2023
3199,61.0,Female,Gloves,Accessories,94.0,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly,26/10/2023
3200,59.0,Female,Handbag,Accessories,40.0,Maine,XL,Pink,Winter,4.2,No,Express,No,No,16,PayPal,Monthly,26/10/2023
3201,67.0,Female,Socks,Clothing,24.0,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly,26/10/2023
3202,46.0,Female,Pants,Clothing,38.0,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly,26/10/2023
3203,65.0,Female,Scarf,Accessories,37.0,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38,Venmo,Annually,26/10/2023
3204,63.0,Female,Coat,Outerwear,29.0,New Jersey,L,Teal,Spring,4.1,No,Express,No,No,14,Venmo,Annually,27/10/2023
3205,57.0,Female,Jacket,Outerwear,92.0,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly,27/10/2023
3206,40.0,Female,Hoodie,Clothing,24.0,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months,27/10/2023
3207,36.0,Female,Boots,Footwear,52.0,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49,PayPal,Monthly,27/10/2023
3208,67.0,Female,Socks,Clothing,29.0,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually,27/10/2023
3209,61.0,Female,Jewelry,Accessories,30.0,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly,27/10/2023
3210,64.0,Female,Shoes,Footwear,31.0,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually,27/10/2023
3211,30.0,Female,Socks,Clothing,67.0,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly,27/10/2023
3212,53.0,Female,Pants,Clothing,65.0,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,Monthly,27/10/2023
3213,27.0,Female,Sneakers,Footwear,22.0,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly,27/10/2023
3214,27.0,Female,Sunglasses,Accessories,56.0,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly,27/10/2023
3215,53.0,Female,Skirt,Clothing,78.0,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually,28/10/2023
3216,34.0,Female,Coat,Outerwear,90.0,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months,28/10/2023
3217,39.0,Female,Hoodie,Clothing,85.0,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly,28/10/2023
3218,44.0,Female,Sunglasses,Accessories,58.0,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly,28/10/2023
3219,37.0,Female,Skirt,Clothing,34.0,Florida,M,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly,28/10/2023
3220,57.0,Female,Coat,Outerwear,40.0,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly,28/10/2023
3221,38.0,Female,Handbag,Accessories,29.0,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly,28/10/2023
3222,21.0,Female,T-shirt,Clothing,76.0,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually,28/10/2023
3223,45.0,Female,Sunglasses,Accessories,84.0,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly,28/10/2023
3224,68.0,Female,Shirt,Clothing,65.0,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly,28/10/2023
3225,37.0,Female,Hoodie,Clothing,80.0,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly,28/10/2023
3226,53.0,Female,Blouse,Clothing,98.0,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31,Credit Card,Weekly,29/10/2023
3227,57.0,Female,Sneakers,Footwear,71.0,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly,29/10/2023
3228,28.0,Female,Scarf,Accessories,69.0,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly,29/10/2023
3229,37.0,Female,Jewelry,Accessories,95.0,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually,29/10/2023
3230,54.0,Female,Pants,Clothing,67.0,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly,29/10/2023
3231,49.0,Female,Sneakers,Footwear,49.0,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually,29/10/2023
3232,62.0,Female,Shoes,Footwear,97.0,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually,29/10/2023
3233,45.0,Female,T-shirt,Clothing,34.0,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly,29/10/2023
3234,45.0,Female,Belt,Accessories,74.0,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly,29/10/2023
3235,49.0,Female,Jewelry,Accessories,96.0,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly,29/10/2023
3236,27.0,Female,Belt,Accessories,68.0,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly,30/10/2023
3237,63.0,Female,Belt,Accessories,84.0,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly,30/10/2023
3238,61.0,Female,T-shirt,Clothing,57.0,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly,30/10/2023
3239,25.0,Female,Sneakers,Footwear,84.0,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly,30/10/2023
3240,33.0,Female,Sunglasses,Accessories,32.0,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly,30/10/2023
3241,56.0,Female,Sandals,Footwear,37.0,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly,30/10/2023
3242,50.0,Female,Handbag,Accessories,58.0,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly,30/10/2023
3243,45.0,Female,Socks,Clothing,74.0,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly,30/10/2023
3244,45.0,Female,Hoodie,Clothing,99.0,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,30/10/2023
3245,65.0,Female,Sweater,Clothing,81.0,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually,30/10/2023
3246,63.0,Female,Pants,Clothing,76.0,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly,30/10/2023
3247,70.0,Female,Sneakers,Footwear,98.0,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly,31/10/2023
3248,53.0,Female,Gloves,Accessories,91.0,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly,31/10/2023
3249,22.0,Female,T-shirt,Clothing,79.0,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly,31/10/2023
3250,26.0,Female,Backpack,Accessories,83.0,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly,31/10/2023
3251,23.0,Female,Coat,Outerwear,90.0,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly,31/10/2023
3252,25.0,Female,Coat,Outerwear,20.0,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly,31/10/2023
3253,69.0,Female,Sandals,Footwear,21.0,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly,31/10/2023
3254,36.0,Female,Backpack,Accessories,60.0,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly,31/10/2023
3255,21.0,Female,Sweater,Clothing,31.0,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,31/10/2023
3256,57.0,Female,Shorts,Clothing,40.0,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly,31/10/2023
3257,60.0,Female,Sunglasses,Accessories,26.0,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months,31/10/2023
3258,44.0,Female,Shirt,Clothing,98.0,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months,01/11/2023
3259,31.0,Female,Shoes,Footwear,51.0,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly,01/11/2023
3260,57.0,Female,Hat,Accessories,95.0,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months,01/11/2023
3261,39.0,Female,Scarf,Accessories,36.0,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually,01/11/2023
3262,48.0,Female,Belt,Accessories,52.0,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly,01/11/2023
3263,42.0,Female,T-shirt,Clothing,35.0,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months,01/11/2023
3264,56.0,Female,Shorts,Clothing,68.0,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly,01/11/2023
3265,28.0,Female,Pants,Clothing,50.0,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly,01/11/2023
3266,40.0,Female,Sunglasses,Accessories,100.0,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly,01/11/2023
3267,49.0,Female,Coat,Outerwear,74.0,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly,01/11/2023
3268,37.0,Female,Hoodie,Clothing,45.0,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly,01/11/2023
3269,22.0,Female,Dress,Clothing,97.0,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,02/11/2023
3270,27.0,Female,Blouse,Clothing,60.0,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly,02/11/2023
3271,59.0,Female,Socks,Clothing,25.0,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually,02/11/2023
3272,35.0,Female,Socks,Clothing,55.0,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly,02/11/2023
3273,58.0,Female,Shoes,Footwear,99.0,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly,02/11/2023
3274,58.0,Female,Belt,Accessories,45.0,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months,02/11/2023
3275,46.0,Female,Sweater,Clothing,20.0,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly,02/11/2023
3276,43.0,Female,Pants,Clothing,88.0,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,02/11/2023
3277,39.0,Female,Scarf,Accessories,99.0,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months,02/11/2023
3278,59.0,Female,Skirt,Clothing,86.0,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,02/11/2023
3279,59.0,Female,Dress,Clothing,70.0,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,03/11/2023
3280,59.0,Female,Hat,Accessories,50.0,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly,03/11/2023
3281,45.0,Female,Handbag,Accessories,57.0,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly,03/11/2023
3282,27.0,Female,Pants,Clothing,69.0,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually,03/11/2023
3283,24.0,Female,T-shirt,Clothing,94.0,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,03/11/2023
3284,47.0,Female,Jacket,Outerwear,24.0,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months,03/11/2023
3285,70.0,Female,Scarf,Accessories,79.0,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,03/11/2023
3286,58.0,Female,Hat,Accessories,31.0,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,03/11/2023
3287,45.0,Female,Jacket,Outerwear,67.0,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly,03/11/2023
3288,24.0,Female,Skirt,Clothing,63.0,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,No,38,Credit Card,Weekly,03/11/2023
3289,67.0,Female,Handbag,Accessories,61.0,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly,03/11/2023
3290,31.0,Female,Backpack,Accessories,50.0,Montana,M,Maroon,Summer,4.0,No,2-Day Shipping,No,No,16,Venmo,Every 3 Months,04/11/2023
3291,52.0,Female,Coat,Outerwear,82.0,North Dakota,L,Black,Spring,3.1,No,Free Shipping,No,No,2,PayPal,Monthly,04/11/2023
3292,29.0,Female,Belt,Accessories,51.0,New Mexico,L,Olive,Fall,2.6,No,2-Day Shipping,No,No,11,Cash,Monthly,04/11/2023
3293,62.0,Female,Handbag,Accessories,23.0,Missouri,L,Gray,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly,04/11/2023
3294,19.0,Female,Coat,Outerwear,91.0,West Virginia,M,Gold,Spring,3.5,No,2-Day Shipping,No,No,47,Credit Card,Fortnightly,04/11/2023
3295,62.0,Female,Sweater,Clothing,60.0,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly,04/11/2023
3296,70.0,Female,Blouse,Clothing,34.0,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly,04/11/2023
3297,20.0,Female,Blouse,Clothing,23.0,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,47,Venmo,Quarterly,04/11/2023
3298,67.0,Female,Belt,Accessories,82.0,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,47,PayPal,Monthly,04/11/2023
3299,65.0,Female,Jacket,Outerwear,73.0,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months,04/11/2023
3300,45.0,Female,Shorts,Clothing,32.0,South Dakota,L,Teal,Spring,4.0,No,2-Day Shipping,No,No,18,Venmo,Monthly,04/11/2023
3301,26.0,Female,Hat,Accessories,80.0,Oklahoma,M,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly,05/11/2023
3302,36.0,Female,Pants,Clothing,58.0,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly,05/11/2023
3303,36.0,Female,Blouse,Clothing,82.0,Alabama,XL,Beige,Winter,4.2,No,Standard,No,No,31,Venmo,Bi-Weekly,05/11/2023
3304,20.0,Female,Belt,Accessories,60.0,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,4,Credit Card,Fortnightly,05/11/2023
3305,30.0,Female,Handbag,Accessories,79.0,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months,05/11/2023
3306,34.0,Female,Hoodie,Clothing,41.0,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly,05/11/2023
3307,63.0,Female,Jacket,Outerwear,39.0,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,Venmo,Fortnightly,05/11/2023
3308,18.0,Female,Scarf,Accessories,36.0,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1,Cash,Monthly,05/11/2023
3309,55.0,Female,Jeans,Clothing,70.0,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly,05/11/2023
3310,48.0,Female,Handbag,Accessories,47.0,Massachusetts,M,Blue,Summer,3.1,No,Store Pickup,No,No,19,PayPal,Monthly,05/11/2023
3311,45.0,Female,Jacket,Outerwear,27.0,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly,06/11/2023
3312,29.0,Female,Hat,Accessories,52.0,Florida,L,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually,06/11/2023
3313,55.0,Female,Sneakers,Footwear,75.0,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,45,Cash,Quarterly,06/11/2023
3314,55.0,Female,Hat,Accessories,30.0,Kansas,XL,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly,06/11/2023
3315,55.0,Female,Socks,Clothing,94.0,Kansas,M,Violet,Spring,3.3,No,Standard,No,No,8,Credit Card,Quarterly,06/11/2023
3316,48.0,Female,Scarf,Accessories,68.0,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,4,PayPal,Every 3 Months,06/11/2023
3317,42.0,Female,Socks,Clothing,45.0,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,06/11/2023
3318,21.0,Female,Hat,Accessories,67.0,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly,06/11/2023
3319,45.0,Female,Jacket,Outerwear,46.0,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly,06/11/2023
3320,23.0,Female,Shorts,Clothing,31.0,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months,06/11/2023
3321,66.0,Female,Blouse,Clothing,44.0,Illinois,XL,Silver,Fall,4.2,No,2-Day Shipping,No,No,45,Cash,Every 3 Months,06/11/2023
3322,32.0,Female,Coat,Outerwear,100.0,Maine,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,Venmo,Annually,07/11/2023
3323,52.0,Female,Sweater,Clothing,92.0,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,43,PayPal,Weekly,07/11/2023
3324,54.0,Female,Handbag,Accessories,78.0,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,4,Credit Card,Monthly,07/11/2023
3325,37.0,Female,T-shirt,Clothing,32.0,Missouri,S,Red,Fall,3.3,No,Standard,No,No,41,Venmo,Weekly,07/11/2023
3326,29.0,Female,Sandals,Footwear,97.0,Alaska,M,Maroon,Fall,3.7,No,2-Day Shipping,No,No,16,Venmo,Monthly,07/11/2023
3327,47.0,Female,Gloves,Accessories,95.0,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card,Annually,07/11/2023
3328,47.0,Female,Shorts,Clothing,64.0,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly,07/11/2023
3329,42.0,Female,Sandals,Footwear,35.0,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly,07/11/2023
3330,34.0,Female,Backpack,Accessories,54.0,New Jersey,M,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly,07/11/2023
3331,38.0,Female,Sneakers,Footwear,96.0,Missouri,M,Black,Spring,3.2,No,2-Day Shipping,No,No,41,Bank Transfer,Quarterly,07/11/2023
3332,55.0,Female,Sunglasses,Accessories,58.0,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,07/11/2023
3333,27.0,Female,T-shirt,Clothing,23.0,Washington,M,Silver,Summer,3.1,No,2-Day Shipping,No,No,1,PayPal,Bi-Weekly,08/11/2023
3334,55.0,Female,Jeans,Clothing,35.0,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly,08/11/2023
3335,66.0,Female,Shirt,Clothing,23.0,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card,Annually,08/11/2023
3336,44.0,Female,Hat,Accessories,94.0,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,48,Bank Transfer,Quarterly,08/11/2023
3337,39.0,Female,Blouse,Clothing,45.0,Montana,M,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually,08/11/2023
3338,23.0,Female,Jacket,Outerwear,23.0,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly,08/11/2023
3339,29.0,Female,Skirt,Clothing,94.0,Minnesota,L,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly,08/11/2023
3340,20.0,Female,Gloves,Accessories,99.0,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly,08/11/2023
3341,42.0,Female,T-shirt,Clothing,36.0,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,47,Credit Card,Fortnightly,08/11/2023
3342,55.0,Female,Jacket,Outerwear,50.0,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly,08/11/2023
3343,66.0,Female,Jacket,Outerwear,81.0,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,45,Credit Card,Weekly,09/11/2023
3344,24.0,Female,Shorts,Clothing,31.0,Kentucky,XL,Green,Winter,3.6,No,2-Day Shipping,No,No,6,Cash,Bi-Weekly,09/11/2023
3345,62.0,Female,Hat,Accessories,48.0,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash,Annually,09/11/2023
3346,28.0,Female,Handbag,Accessories,91.0,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,No,No,3,Venmo,Bi-Weekly,09/11/2023
3347,30.0,Female,Jeans,Clothing,99.0,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,Venmo,Quarterly,09/11/2023
3348,22.0,Female,Shoes,Footwear,70.0,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly,09/11/2023
3349,28.0,Female,T-shirt,Clothing,74.0,New Hampshire,L,Gray,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months,09/11/2023
3350,35.0,Female,Jewelry,Accessories,79.0,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly,09/11/2023
3351,45.0,Female,Handbag,Accessories,33.0,Mississippi,S,Olive,Fall,4.9,No,2-Day Shipping,No,No,15,Cash,Bi-Weekly,09/11/2023
3352,43.0,Female,Shirt,Clothing,49.0,New Hampshire,L,Cyan,Spring,4.2,No,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly,09/11/2023
3353,55.0,Female,Belt,Accessories,96.0,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,09/11/2023
3354,31.0,Female,Dress,Clothing,66.0,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months,10/11/2023
3355,42.0,Female,Skirt,Clothing,45.0,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly,10/11/2023
3356,40.0,Female,Blouse,Clothing,28.0,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly,10/11/2023
3357,39.0,Female,Jeans,Clothing,48.0,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly,10/11/2023
3358,41.0,Female,Hoodie,Clothing,67.0,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly,10/11/2023
3359,56.0,Female,T-shirt,Clothing,59.0,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,No,26,Cash,Annually,10/11/2023
3360,43.0,Female,Sunglasses,Accessories,74.0,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly,10/11/2023
3361,22.0,Female,Jacket,Outerwear,81.0,Minnesota,M,Maroon,Spring,3.3,No,2-Day Shipping,No,No,47,Cash,Every 3 Months,10/11/2023
3362,47.0,Female,Shoes,Footwear,26.0,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly,10/11/2023
3363,50.0,Female,Handbag,Accessories,61.0,Tennessee,M,Gray,Summer,3.0,No,Next Day Air,No,No,48,Venmo,Fortnightly,10/11/2023
3364,58.0,Female,Sweater,Clothing,23.0,California,M,Turquoise,Winter,3.0,No,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly,10/11/2023
3365,50.0,Female,Scarf,Accessories,33.0,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly,11/11/2023
3366,43.0,Female,Skirt,Clothing,58.0,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,45,Credit Card,Every 3 Months,11/11/2023
3367,38.0,Female,Gloves,Accessories,65.0,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,No,47,Debit Card,Quarterly,11/11/2023
